タイトル,メモ,URL,コメント
カトリック富士教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%AF%8C%E5%A3%AB%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601a2adb3838d3dd:0xab407d4dda5afea0,
カトリック沼津教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B2%BC%E6%B4%A5%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60198ff04034fde5:0x50ce54a59053714b,
カトリック清水教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B8%85%E6%B0%B4%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601a3153dfb79d09:0xd0a0d9e5883a09a4,
カトリック草薙教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%8D%89%E8%96%99%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601a342b00cb96f1:0x5009ca8d13d61a3e,
カトリック三島教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%B8%89%E5%B3%B6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60199079d858bdf3:0xde8afaa5a3778c1,
カトリック南林間布教所信徒修業所,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%8D%97%E6%9E%97%E9%96%93%E5%B8%83%E6%95%99%E6%89%80%E4%BF%A1%E5%BE%92%E4%BF%AE%E6%A5%AD%E6%89%80/data=!4m2!3m1!1s0x6018ff47b574b4cf:0x5fa69fcb94621fbb,
カトリックアトンメントセンター,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E3%82%A2%E3%83%88%E3%83%B3%E3%83%A1%E3%83%B3%E3%83%88%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC/data=!4m2!3m1!1s0x60185bf86d638271:0xdc38fb0c2e0d0fac,
カトリックミラノ外国宣教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E3%83%9F%E3%83%A9%E3%83%8E%E5%A4%96%E5%9B%BD%E5%AE%A3%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018fb37d1000c75:0xb737bb31297a1160,
カトリック国際協働会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%9B%BD%E9%9A%9B%E5%8D%94%E5%83%8D%E4%BC%9A/data=!4m2!3m1!1s0x60185b46e7c73ff9:0x4b3535823b17811a,
瀬田カトリック教会アントニオ会館,,https://www.google.com/maps/place/%E7%80%AC%E7%94%B0%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%95%99%E4%BC%9A%E3%82%A2%E3%83%B3%E3%83%88%E3%83%8B%E3%82%AA%E4%BC%9A%E9%A4%A8/data=!4m2!3m1!1s0x6018f412f004e5bb:0x3fe71f354105e1f1,
Catholic Tsukui Church,,https://www.google.com/maps/place/Catholic+Tsukui+Church/data=!4m2!3m1!1s0x60191ba8381e123f:0xd5ca433230a47015,
カトリック二宮教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BA%8C%E5%AE%AE%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6019ae5fa4b41c3b:0x2d8e41be59c1ff0f,
カトリック御殿場教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%BE%A1%E6%AE%BF%E5%A0%B4%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60197641b27d16f5:0xef8e2d1d84d0888d,
中和田カトリック教会,,https://www.google.com/maps/place/%E4%B8%AD%E5%92%8C%E7%94%B0%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601850c3b44937b7:0x8303d45c7452842e,
カトリック原宿教会信徒会館めぐみの家,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%8E%9F%E5%AE%BF%E6%95%99%E4%BC%9A%E4%BF%A1%E5%BE%92%E4%BC%9A%E9%A4%A8%E3%82%81%E3%81%90%E3%81%BF%E3%81%AE%E5%AE%B6/data=!4m2!3m1!1s0x60185039373c7a99:0xd356f17ff9926b6d,
カトリック鍛冶ケ谷教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%8D%9B%E5%86%B6%E3%82%B1%E8%B0%B7%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018453c7c30cdef:0x46d2ba29db7d8df,
カトリック教会湘南台センター,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%95%99%E4%BC%9A%E6%B9%98%E5%8D%97%E5%8F%B0%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC/data=!4m2!3m1!1s0x6018516cc45131a7:0x6c31c9e35baea904,
カトリック大磯教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E7%A3%AF%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6019ada7eb3c2db5:0x2569b8d94264b6ef,
カトリック港南教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B8%AF%E5%8D%97%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60185b3ad0f4e3d9:0xa78f9cb7dd3e11aa,
カトリック国府津教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%9B%BD%E5%BA%9C%E6%B4%A5%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6019af7639e9370f:0x38181e21d3d2ab72,
カトリック逗子教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%80%97%E5%AD%90%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601846f226244e27:0xf70a716f9207c25f,
カトリック大船教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E8%88%B9%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60184566ce0a597f:0xce7738814a8953cd,
カトリック戸塚教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%88%B8%E5%A1%9A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60185a81175372ab:0x2932e3d5c9cf14c0,
カトリック高幡教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%AB%98%E5%B9%A1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018e2fbe1efa733:0x597b8d84831c699f,
カトリック雪ノ下教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%9B%AA%E3%83%8E%E4%B8%8B%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601845c6ac7f7a07:0xcde57b5e1d39aae6,
カトリック富士吉田教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%AF%8C%E5%A3%AB%E5%90%89%E7%94%B0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601960d33864dfc9:0xf80d11d57767343,
カトリック鷺沼教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%B7%BA%E6%B2%BC%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018f71dc9a70427:0xb3d42d4f298692c,
カトリック二俣川教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BA%8C%E4%BF%A3%E5%B7%9D%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601859e416d51e1f:0x613e7f5edb6ca41f,
カトリック溝ノ口教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%BA%9D%E3%83%8E%E5%8F%A3%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018f425366d1a9b:0x391ba518f8245d4f,
カトリック由比ガ浜教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%94%B1%E6%AF%94%E3%82%AC%E6%B5%9C%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601845e9063d8a2b:0x21066be5ce5a2b74,
カトリック藤が丘教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%97%A4%E3%81%8C%E4%B8%98%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018f82997b969a5:0x87611e7a1f164141,
カトリック相模原教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%9B%B8%E6%A8%A1%E5%8E%9F%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018fda040eb10b5:0xbf375021c563a1ff,
カトリック秦野教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%A7%A6%E9%87%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6019a84116543caf:0x1eba10a1eb3e2a7a,
カトリック藤沢教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%97%A4%E6%B2%A2%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60184e353209a9f3:0xcfc840dd53f5c022,
カトリック片瀬教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%89%87%E7%80%AC%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60184efef51b910b:0x9a304e35128f87e9,
カトリック小田原教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B0%8F%E7%94%B0%E5%8E%9F%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6019a4fe24b4f4df:0x3fa67134867f153,
カトリック保土ヶ谷教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BF%9D%E5%9C%9F%E3%83%B6%E8%B0%B7%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60185b94449d4c9f:0x376a4b5aa566e494,
カトリック百合ケ丘教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%99%BE%E5%90%88%E3%82%B1%E4%B8%98%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018fa1328e89f23:0xd996bc92d6c082e0,
カトリック厚木教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%8E%9A%E6%9C%A8%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018554b6d89bf59:0x2888975a28659120,
カトリック成城教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%88%90%E5%9F%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018f167e60c5139:0xda93fbefb3a69fd,
カトリック上野毛教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%B8%8A%E9%87%8E%E6%AF%9B%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018f444ff5ad8f7:0x18b7d31a7ecc2afc,
カトリック大和教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E5%92%8C%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018ff4ecdc8dc73:0x5721ae85a5e57b2b,
カトリック瀬田教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%80%AC%E7%94%B0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018f412f004e5bb:0x883e0ebdf98b836b,
カトリック平塚教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B9%B3%E5%A1%9A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6019ad3985fd148b:0xd89fd0f4fed3a379,
カトリック多摩教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%9A%E6%91%A9%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018e4a93f708cc9:0xd18f5bea52bf5f55,
カトリック茅ヶ崎教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%8C%85%E3%83%B6%E5%B4%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018528771262fcf:0x795308561cc733d0,
カトリック町田教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%94%BA%E7%94%B0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018f952819bda73:0xd214f1a88ebbc785,
カトリック春日井教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%98%A5%E6%97%A5%E4%BA%95%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6003726e534435e3:0x319adafba720241f,
カトリック八幡教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%85%AB%E5%B9%A1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x600104cd285ca4e1:0x6bd926a86015347c,
カトリック安曇川教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%AE%89%E6%9B%87%E5%B7%9D%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60019060b0723e3d:0xe178090dd9c58cac,
カトリック八熊教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%85%AB%E7%86%8A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60037741c96925e9:0xa8eb2cce3f1c551,
カトリック鳴海教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%B3%B4%E6%B5%B7%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60037c9c7d88b1cd:0xc69ead295da2010c,
カトリック江南教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B1%9F%E5%8D%97%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6003099fc1f9037b:0x416f5f9a98995b87,
カトリック名東教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%90%8D%E6%9D%B1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x600365ab9ec907bb:0xc234b19d1663271d,
カトリック布池教会聖ヨゼフ館,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B8%83%E6%B1%A0%E6%95%99%E4%BC%9A%E8%81%96%E3%83%A8%E3%82%BC%E3%83%95%E9%A4%A8/data=!4m2!3m1!1s0x600370e7db045ccd:0x9e80bf8da7af9195,
カトリック長浜教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%95%B7%E6%B5%9C%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60022937caa6d38b:0x6e4042d8af528113,
カトリック東海教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%9D%B1%E6%B5%B7%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60037e613e200a8f:0x9e1cc2e1f614e65e,
東方典礼カトリック教会,,https://www.google.com/maps/place/%E6%9D%B1%E6%96%B9%E5%85%B8%E7%A4%BC%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x600110f03d85bb81:0x1451daccfe0d59c7,
カトリック恵方町教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%81%B5%E6%96%B9%E7%94%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60037a776b883ebb:0x69d6dbac205b5aef,
聖パウロカトリック唐崎教会,,https://www.google.com/maps/place/%E8%81%96%E3%83%91%E3%82%A6%E3%83%AD%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%94%90%E5%B4%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60010b9c77734691:0x1356b8c7f679303e,
カトリック 半田教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF+%E5%8D%8A%E7%94%B0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60048423026dea01:0x9e4100400e4df860,
カトリック守山教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%AE%88%E5%B1%B1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60036e347f6dd905:0x58702fb9fae66fc5,
カトリック津島教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B4%A5%E5%B3%B6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x600398d009909c39:0x1e4b05275861ca92,
カトリック高蔵寺教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%AB%98%E8%94%B5%E5%AF%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60036c6b8dd52b71:0x7ce4e927c35ddc22,
カトリック緑ケ丘教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%B7%91%E3%82%B1%E4%B8%98%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60037b54e97f0201:0xf2fc1e52e70be42b,
カトリック大垣教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E5%9E%A3%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6003b3bfc4b09b61:0xa3eb6dc1dfd943e7,
カトリック長浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%95%B7%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60037fdccad0ed69:0x14c02397b57c2d9,
カトリック各務原教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%90%84%E5%8B%99%E5%8E%9F%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x600307e259df30ad:0x8ba1435da9783c36,
カトリック豊橋教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%B1%8A%E6%A9%8B%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6004d27494ce54f9:0x8eff69b0d57f9be,
カトリック稲沢教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%A8%B2%E6%B2%A2%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6003a01571aa5d3d:0xb9ef8b408fec03f6,
カトリック東山教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%9D%B1%E5%B1%B1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60037aa42cde4f23:0x9211c77fe4a0dbad,
カトリック日比野教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%97%A5%E6%AF%94%E9%87%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x600379e2df7859af:0xd271583e3a963bb8,
カトリック港教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B8%AF%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60037854f14f3313:0xdf051c29a1d5e6d0,
カトリック熱田教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%86%B1%E7%94%B0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60037a239c009007:0x69600f6cd8624168,
カトリック岡崎教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B2%A1%E5%B4%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6004bd17e4ef9e91:0x662d4f3932de75a7,
カトリック彦根教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%BD%A6%E6%A0%B9%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6003d4d21d57d19f:0x7061d1108456d708,
カトリック九条教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%B9%9D%E6%9D%A1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6001060d807eaaab:0xe267997dd237d340,
カトリック押切教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%8A%BC%E5%88%87%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x600376973aee9111:0x537b06bad98573d,
カトリック南山教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%8D%97%E5%B1%B1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60037a928a7a0f7d:0xc2bebe540e75c1bb,
カトリック城北橋教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%9F%8E%E5%8C%97%E6%A9%8B%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x600376b490013b5f:0x8684acb82054bd8c,
カトリック多治見教会 (多治見修道院）,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%9A%E6%B2%BB%E8%A6%8B%E6%95%99%E4%BC%9A+(%E5%A4%9A%E6%B2%BB%E8%A6%8B%E4%BF%AE%E9%81%93%E9%99%A2%EF%BC%89/data=!4m2!3m1!1s0x60036a7f41b91e2b:0xf69685d8244f18d,
カトリック瀬戸教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%80%AC%E6%88%B8%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x600368bf0b6ed933:0x6dce7af5ee953f98,
カトリック膳棚教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%86%B3%E6%A3%9A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60037a5a3a71df37:0x685eec5e5e2c7149,
カトリック鈴鹿教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%88%B4%E9%B9%BF%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60038a255cd53933:0x46f73c7dd622665a,
カトリック一宮教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%B8%80%E5%AE%AE%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6003a732538631c3:0x4800befbd395cb70,
カトリック小牧教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B0%8F%E7%89%A7%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6003734ef2d3c4c5:0x600fa22445354bba,
カトリック田辺教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%94%B0%E8%BE%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60011713269d45f7:0x3a59e0522a71b7c6,
カトリック教会山科教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%95%99%E4%BC%9A%E5%B1%B1%E7%A7%91%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60010ec76e199579:0xd18ef2d2e7a7ddac,
カトリック聖心教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%81%96%E5%BF%83%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60049f99c79a0bbb:0xff0aef016143da35,
カトリック四日市教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%9B%9B%E6%97%A5%E5%B8%82%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60038ee87fd43cf1:0x69621c12d4a6b19c,
カトリック教会桃山教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%95%99%E4%BC%9A%E6%A1%83%E5%B1%B1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60010feafd8241ef:0x8c749bb5c5abb26a,
カトリック青谷教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%9D%92%E8%B0%B7%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x600116f2352c88a3:0x703930272bbffec9,
カトリック桑名教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%A1%91%E5%90%8D%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60039a96f42eba85:0x9a7c6241842d387d,
カトリック大津教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E6%B4%A5%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60010ce2259934c9:0xd187d9d710fe303d,
カトリック高野教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%AB%98%E9%87%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60010838f29a1465:0xcfedfbc394ec4cfb,
カトリック主税町教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%B8%BB%E7%A8%8E%E7%94%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6003712667d4df0f:0x4b411254cc5dc94e,
