タイトル,メモ,URL,コメント
聖フランシス聖エリザベツ礼拝堂,,https://www.google.com/maps/place/%E8%81%96%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B7%E3%82%B9%E8%81%96%E3%82%A8%E3%83%AA%E3%82%B6%E3%83%99%E3%83%84%E7%A4%BC%E6%8B%9D%E5%A0%82/data=!4m2!3m1!1s0x6018e7b2776227bd:0x8cb534d5b283707a,
セブンスデー・アドベンチスト教会,,https://www.google.com/maps/place/%E3%82%BB%E3%83%96%E3%83%B3%E3%82%B9%E3%83%87%E3%83%BC%E3%83%BB%E3%82%A2%E3%83%89%E3%83%99%E3%83%B3%E3%83%81%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018e8f41fe51813:0x26dd80144273457c,
恵泉キリスト教会 上水恵みの家,,https://www.google.com/maps/place/%E6%81%B5%E6%B3%89%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A+%E4%B8%8A%E6%B0%B4%E6%81%B5%E3%81%BF%E3%81%AE%E5%AE%B6/data=!4m2!3m1!1s0x6018e79235528629:0xf63d1caaac316152,
ひばりヶ丘グレイス教会,,https://www.google.com/maps/place/%E3%81%B2%E3%81%B0%E3%82%8A%E3%83%B6%E4%B8%98%E3%82%B0%E3%83%AC%E3%82%A4%E3%82%B9%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018e9448cb6566b:0x39928519b97b2d29,
相模イエス之御霊教会,,https://www.google.com/maps/place/%E7%9B%B8%E6%A8%A1%E3%82%A4%E3%82%A8%E3%82%B9%E4%B9%8B%E5%BE%A1%E9%9C%8A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601859bbf04ae6f9:0xbac04bce1c4d39dc,
あさひ教会カンバーランド長老キリスト教会,,https://www.google.com/maps/place/%E3%81%82%E3%81%95%E3%81%B2%E6%95%99%E4%BC%9A%E3%82%AB%E3%83%B3%E3%83%90%E3%83%BC%E3%83%A9%E3%83%B3%E3%83%89%E9%95%B7%E8%80%81%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601859ce29841507:0x8f5ff43cc20ec49e,
ひの木教会,,https://www.google.com/maps/place/%E3%81%B2%E3%81%AE%E6%9C%A8%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60185e8b732a0569:0x4fd709fb457d209,
キリスト友会東京月会,,https://www.google.com/maps/place/%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E5%8F%8B%E4%BC%9A%E6%9D%B1%E4%BA%AC%E6%9C%88%E4%BC%9A/data=!4m2!3m1!1s0x60188bac23df7ef1:0xe3726c6c26863bda,
鹿児島キリスト集会,,https://www.google.com/maps/place/%E9%B9%BF%E5%85%90%E5%B3%B6%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E9%9B%86%E4%BC%9A/data=!4m2!3m1!1s0x353e67832b1546a9:0x72462f9e4779b80,
キリスト集会所,,https://www.google.com/maps/place/%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E9%9B%86%E4%BC%9A%E6%89%80/data=!4m2!3m1!1s0x60188c932dc3e21f:0x90beada3af458359,
日本ナザレン教団中野教会,,https://www.google.com/maps/place/%E6%97%A5%E6%9C%AC%E3%83%8A%E3%82%B6%E3%83%AC%E3%83%B3%E6%95%99%E5%9B%A3%E4%B8%AD%E9%87%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018f306393e94a5:0x26ccd603ab6b741f,
Agape Lighthouse,,https://www.google.com/maps/place/Agape+Lighthouse/data=!4m2!3m1!1s0x60191d15b02346f3:0x2809c91f2f618bfc,
SCF アガペ センター成増,,https://www.google.com/maps/place/SCF+%E3%82%A2%E3%82%AC%E3%83%9A+%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E6%88%90%E5%A2%97/data=!4m2!3m1!1s0x6018edcacb421335:0x88e0c796ac1276f4,
SCF アガペ センター大泉,,https://www.google.com/maps/place/SCF+%E3%82%A2%E3%82%AC%E3%83%9A+%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%A4%A7%E6%B3%89/data=!4m2!3m1!1s0x6018efc21c583d9b:0xae3737a14b9e3642,
SCF アガペ センター埼玉,,https://www.google.com/maps/place/SCF+%E3%82%A2%E3%82%AC%E3%83%9A+%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%9F%BC%E7%8E%89/data=!4m2!3m1!1s0x6018eb18fdb2f5f9:0xf1933740b9b3eab8,
仙台ユナイテッドペンテコステ教会,,https://www.google.com/maps/place/%E4%BB%99%E5%8F%B0%E3%83%A6%E3%83%8A%E3%82%A4%E3%83%86%E3%83%83%E3%83%89%E3%83%9A%E3%83%B3%E3%83%86%E3%82%B3%E3%82%B9%E3%83%86%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x5f8987a033e2ee49:0x290661455245f116,
SCF AGAPE CENTER ADACHI,,https://www.google.com/maps/place/SCF+AGAPE+CENTER+ADACHI/data=!4m2!3m1!1s0x601891250592e187:0x5d14e8012def546f,
東京リビングストーン教会,,https://www.google.com/maps/place/%E6%9D%B1%E4%BA%AC%E3%83%AA%E3%83%93%E3%83%B3%E3%82%B0%E3%82%B9%E3%83%88%E3%83%BC%E3%83%B3%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60188d3dc3830fcf:0x3a7342ec2f1834c3,
キリスト兄弟団 東京新生教会,,https://www.google.com/maps/place/%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E5%85%84%E5%BC%9F%E5%9B%A3+%E6%9D%B1%E4%BA%AC%E6%96%B0%E7%94%9F%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601893ad97a196b9:0x491a4968240abf74,
久留米シャロームチャーチ,,https://www.google.com/maps/place/%E4%B9%85%E7%95%99%E7%B1%B3%E3%82%B7%E3%83%A3%E3%83%AD%E3%83%BC%E3%83%A0%E3%83%81%E3%83%A3%E3%83%BC%E3%83%81/data=!4m2!3m1!1s0x3541a5b15e9bffff:0x3b2909af93727be2,
聖なる都久留米教会,,https://www.google.com/maps/place/%E8%81%96%E3%81%AA%E3%82%8B%E9%83%BD%E4%B9%85%E7%95%99%E7%B1%B3%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3541a43b556b2395:0xdaf77a73f84f2890,
Jesus Is Lord Aichi Prefecture Nagoya,,https://www.google.com/maps/place/Jesus+Is+Lord+Aichi+Prefecture+Nagoya/data=!4m2!3m1!1s0x6003770ba61ff7b1:0xadfa11eb373c9c6c,
ゴスペルハウス,,https://www.google.com/maps/place/%E3%82%B4%E3%82%B9%E3%83%9A%E3%83%AB%E3%83%8F%E3%82%A6%E3%82%B9/data=!4m2!3m1!1s0x5f8a57d67bab80c3:0xe6c87dd5ad5b123c,
インマヌエル福岡キリスト教会,,https://www.google.com/maps/place/%E3%82%A4%E3%83%B3%E3%83%9E%E3%83%8C%E3%82%A8%E3%83%AB%E7%A6%8F%E5%B2%A1%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3541910c04691401:0xbe31f7f6174cc8ae,
水元教会,,https://www.google.com/maps/place/%E6%B0%B4%E5%85%83%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601885586aac4469:0x4c3f051166bc923f,
イムマヌエル綜合伝道団白鳥教会,,https://www.google.com/maps/place/%E3%82%A4%E3%83%A0%E3%83%9E%E3%83%8C%E3%82%A8%E3%83%AB%E7%B6%9C%E5%90%88%E4%BC%9D%E9%81%93%E5%9B%A3%E7%99%BD%E9%B3%A5%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60188f9d46f5756f:0x48885ac40ce57261,
トポスキリスト教会,,https://www.google.com/maps/place/%E3%83%88%E3%83%9D%E3%82%B9%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601891d8e436c543:0xd8e8831c796c988a,
プロテスタントキリスト教会単立憩いの森チャペル,,https://www.google.com/maps/place/%E3%83%97%E3%83%AD%E3%83%86%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%88%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A%E5%8D%98%E7%AB%8B%E6%86%A9%E3%81%84%E3%81%AE%E6%A3%AE%E3%83%81%E3%83%A3%E3%83%9A%E3%83%AB/data=!4m2!3m1!1s0x3541a5a7477df2bb:0x748daf06e730515,
野芥チャペル,,https://www.google.com/maps/place/%E9%87%8E%E8%8A%A5%E3%83%81%E3%83%A3%E3%83%9A%E3%83%AB/data=!4m2!3m1!1s0x3541948c0a705555:0x5b0e9e6b57de49d,
福岡シオンキリスト教会,,https://www.google.com/maps/place/%E7%A6%8F%E5%B2%A1%E3%82%B7%E3%82%AA%E3%83%B3%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x354193f5c94f9a2b:0x52dc6db94d2dab4,
福岡聖書キリスト教会,,https://www.google.com/maps/place/%E7%A6%8F%E5%B2%A1%E8%81%96%E6%9B%B8%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x354193e9c28f926b:0x6a345d5dcaa7191d,
名古屋イエス・キリスト教会 Jesus Christ International Christian Fellowship,,https://www.google.com/maps/place/%E5%90%8D%E5%8F%A4%E5%B1%8B%E3%82%A4%E3%82%A8%E3%82%B9%E3%83%BB%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A+Jesus+Christ+International+Christian+Fellowship/data=!4m2!3m1!1s0x6003796c03363b39:0x3261c260664e9a95,
上尾イエス之御霊教会,,https://www.google.com/maps/place/%E4%B8%8A%E5%B0%BE%E3%82%A4%E3%82%A8%E3%82%B9%E4%B9%8B%E5%BE%A1%E9%9C%8A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018cf61ff46b737:0x4ed39b122d716f83,
熊本 イエス之御霊教会,,https://www.google.com/maps/place/%E7%86%8A%E6%9C%AC+%E3%82%A4%E3%82%A8%E3%82%B9%E4%B9%8B%E5%BE%A1%E9%9C%8A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3540f24f14a34177:0xc68ecb3e9c5d8561,
西日本イエス之御霊教会,,https://www.google.com/maps/place/%E8%A5%BF%E6%97%A5%E6%9C%AC%E3%82%A4%E3%82%A8%E3%82%B9%E4%B9%8B%E5%BE%A1%E9%9C%8A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x354193d8c2bdaa0f:0xa24f6c2e3ece7fba,
与那原イエス之御霊教会,,https://www.google.com/maps/place/%E4%B8%8E%E9%82%A3%E5%8E%9F%E3%82%A4%E3%82%A8%E3%82%B9%E4%B9%8B%E5%BE%A1%E9%9C%8A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x34e56e9dcd961509:0xcf90b32e5e8bdca3,
名護ベテル教会,,https://www.google.com/maps/place/%E5%90%8D%E8%AD%B7%E3%83%99%E3%83%86%E3%83%AB%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x34e4558f07da39e7:0x9ec3c7f02b6b73ea,
호산나교회,,https://www.google.com/maps/place/%ED%98%B8%EC%82%B0%EB%82%98%EA%B5%90%ED%9A%8C/data=!4m2!3m1!1s0x34e56d1e251014b1:0x9e765a05cc5bdc0c,
沖縄韓国教会,,https://www.google.com/maps/place/%E6%B2%96%E7%B8%84%E9%9F%93%E5%9B%BD%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x34e56cb8c0af4f65:0x42f5c61d86197a0d,
ニコデモ宣教会,,https://www.google.com/maps/place/%E3%83%8B%E3%82%B3%E3%83%87%E3%83%A2%E5%AE%A3%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3541912dfd540c05:0x9ed19301097cb06a,
벳부교회 別府教会,,https://www.google.com/maps/place/%EB%B2%B3%EB%B6%80%EA%B5%90%ED%9A%8C+%E5%88%A5%E5%BA%9C%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3546a7f0162d89eb:0xa856fbbe229eae5d,
在日大韓基督教福岡教会,,https://www.google.com/maps/place/%E5%9C%A8%E6%97%A5%E5%A4%A7%E9%9F%93%E5%9F%BA%E7%9D%A3%E6%95%99%E7%A6%8F%E5%B2%A1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x354191e753e900a3:0x410bc7afc59abc8,
新居浜キリスト教会,,https://www.google.com/maps/place/%E6%96%B0%E5%B1%85%E6%B5%9C%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3551cf0142543be9:0x773cd89869f03b14,
오사카 장로 교회,,https://www.google.com/maps/place/%EC%98%A4%EC%82%AC%EC%B9%B4+%EC%9E%A5%EB%A1%9C+%EA%B5%90%ED%9A%8C/data=!4m2!3m1!1s0x6000e108a6a81611:0x93d98e0b037e2f33,
日本使徒キリスト教会,,https://www.google.com/maps/place/%E6%97%A5%E6%9C%AC%E4%BD%BF%E5%BE%92%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601bfd10bebd2751:0x8c8de0f6108e64de,
요코스카 중앙 교회,,https://www.google.com/maps/place/%EC%9A%94%EC%BD%94%EC%8A%A4%EC%B9%B4+%EC%A4%91%EC%95%99+%EA%B5%90%ED%9A%8C/data=!4m2!3m1!1s0x60183f703ba270f3:0xd227323ec70373bf,
聖イエス会ゼカリヤ教会,,https://www.google.com/maps/place/%E8%81%96%E3%82%A4%E3%82%A8%E3%82%B9%E4%BC%9A%E3%82%BC%E3%82%AB%E3%83%AA%E3%83%A4%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60189d712d6468ef:0xb0c64cd492f8709d,
イグレシア・ニ・クリスト 群馬教会,,https://www.google.com/maps/place/%E3%82%A4%E3%82%B0%E3%83%AC%E3%82%B7%E3%82%A2%E3%83%BB%E3%83%8B%E3%83%BB%E3%82%AF%E3%83%AA%E3%82%B9%E3%83%88+%E7%BE%A4%E9%A6%AC%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x601eddeca0e07885:0x836d9f0bb610be1e,
柏聖神教会,,https://www.google.com/maps/place/%E6%9F%8F%E8%81%96%E7%A5%9E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60189cdf202f90bd:0x261c85c1a2021c99,
Iglesia Ni Cristo - Gunma,,https://www.google.com/maps/place/Iglesia+Ni+Cristo+-+Gunma/data=!4m2!3m1!1s0x601ede7d12fc47bd:0xb92d8b88969309d4,
New Life Fellowship Kashiwa Church,,https://www.google.com/maps/place/New+Life+Fellowship+Kashiwa+Church/data=!4m2!3m1!1s0x60189d33c27490f9:0x8e44b9c6572733fb,
埼玉風と火花の教会,,https://www.google.com/maps/place/%E5%9F%BC%E7%8E%89%E9%A2%A8%E3%81%A8%E7%81%AB%E8%8A%B1%E3%81%AE%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018eb34ddc1efb5:0x87cd5b2f24448b1b,
千葉 風と火花の教会,,https://www.google.com/maps/place/%E5%8D%83%E8%91%89+%E9%A2%A8%E3%81%A8%E7%81%AB%E8%8A%B1%E3%81%AE%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60188753a3a368fb:0x199aec1d6c6957d2,
Liberty Church Kyoto,,https://www.google.com/maps/place/Liberty+Church+Kyoto/data=!4m2!3m1!1s0x60010917065fbb01:0xc0a8a7923a40a3cb,
His Presence Church,,https://www.google.com/maps/place/His+Presence+Church/data=!4m2!3m1!1s0x600109670405f60b:0x81574c57321cc90d,
森の教会,,https://www.google.com/maps/place/%E6%A3%AE%E3%81%AE%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x34e4f932b0bfc043:0x82d963adeaa47572,
大阪風と火花の教会,,https://www.google.com/maps/place/%E5%A4%A7%E9%98%AA%E9%A2%A8%E3%81%A8%E7%81%AB%E8%8A%B1%E3%81%AE%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000dc15783fb58f:0xe5f9e5af195df9ce,
使徒的実現チャーチ東京,,https://www.google.com/maps/place/%E4%BD%BF%E5%BE%92%E7%9A%84%E5%AE%9F%E7%8F%BE%E3%83%81%E3%83%A3%E3%83%BC%E3%83%81%E6%9D%B1%E4%BA%AC/data=!4m2!3m1!1s0x6018ee49330f2dcf:0x1a63ed8a97af2b8,
めぐみなチャペル,,https://www.google.com/maps/place/%E3%82%81%E3%81%90%E3%81%BF%E3%81%AA%E3%83%81%E3%83%A3%E3%83%9A%E3%83%AB/data=!4m2!3m1!1s0x6000d800744cc753:0xfc805355a91d1259,
Igreja Mundial Hamamatsu,,https://www.google.com/maps/place/Igreja+Mundial+Hamamatsu/data=!4m2!3m1!1s0x601adde7efb25111:0x83d46bfa1b71f187,
スノーボール Church Hamamatsu,,https://www.google.com/maps/place/%E3%82%B9%E3%83%8E%E3%83%BC%E3%83%9C%E3%83%BC%E3%83%AB+Church+Hamamatsu/data=!4m2!3m1!1s0x601adf3b37cc84fd:0xd6dbb0cae998798a,
世界のキリスト教会,,https://www.google.com/maps/place/%E4%B8%96%E7%95%8C%E3%81%AE%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60049c51bc77239d:0xbc9eabef84fd4ceb,
スノーボール教会,,https://www.google.com/maps/place/%E3%82%B9%E3%83%8E%E3%83%BC%E3%83%9C%E3%83%BC%E3%83%AB%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6001633a140c52f9:0x8315ba43c0ba5102,
Cathedral International,,https://www.google.com/maps/place/Cathedral+International/data=!4m2!3m1!1s0x601ee7e71e7ea227:0x3fa50d47d506e5ee,
Igreja Presbiteriana Renovada Toyohashi,,https://www.google.com/maps/place/Igreja+Presbiteriana+Renovada+Toyohashi/data=!4m2!3m1!1s0x6004d278b3b2fcf7:0x3567c40aa1edb71,
Igreja Cristã Reformada Koinonia,,https://www.google.com/maps/place/Igreja+Crist%C3%A3+Reformada+Koinonia/data=!4m2!3m1!1s0x601f275abd7ea4ef:0x7458d650a18d6b1a,
SOS MISSÕES - Anjo,,https://www.google.com/maps/place/SOS+MISS%C3%95ES+-+Anjo/data=!4m2!3m1!1s0x6004990a1d46e5a9:0xd445adbdbdf182c1,
Igreja Aliança Cristã Ebenezer,,https://www.google.com/maps/place/Igreja+Alian%C3%A7a+Crist%C3%A3+Ebenezer/data=!4m2!3m1!1s0x601a59609532d62f:0x911e24c9dc255707,
Missão Evangélica Bereana (Hamamatsu),,https://www.google.com/maps/place/Miss%C3%A3o+Evang%C3%A9lica+Bereana+(Hamamatsu)/data=!4m2!3m1!1s0x601b21ac74eede55:0xdcef2d0a008b791d,
Missão Evangélica Bereana Toyokawa,,https://www.google.com/maps/place/Miss%C3%A3o+Evang%C3%A9lica+Bereana+Toyokawa/data=!4m2!3m1!1s0x6004cdae5afe0631:0x5f908fcfc66fb65d,
Foursquare Holy Spirit church /quadrangular iwata.,,https://www.google.com/maps/place/Foursquare+Holy+Spirit+church+%2Fquadrangular+iwata./data=!4m2!3m1!1s0x601ae5ad6756cfd7:0xc0c91027c5a11ad1,
Igreja Remanescente em Cristo,,https://www.google.com/maps/place/Igreja+Remanescente+em+Cristo/data=!4m2!3m1!1s0x600475f55b08702f:0x2bcee151412fa73d,
A.D Resgate •kani•,,https://www.google.com/maps/place/A.D+Resgate+%E2%80%A2kani%E2%80%A2/data=!4m2!3m1!1s0x6003158aaedcb551:0x528839a2a4c539d0,
Insejec Kamisu,,https://www.google.com/maps/place/Insejec+Kamisu/data=!4m2!3m1!1s0x6022ffecb58b88e1:0xa546322ad2b30ed0,
Igreja Batista do Calvário Missão Japão,,https://www.google.com/maps/place/Igreja+Batista+do+Calv%C3%A1rio+Miss%C3%A3o+Jap%C3%A3o/data=!4m2!3m1!1s0x6004d3962bc7da87:0xaa12df7befaaeb0c,
Iglesia Ni Cristo Sakado GWS,,https://www.google.com/maps/place/Iglesia+Ni+Cristo+Sakado+GWS/data=!4m2!3m1!1s0x6018d7f0aecfa7af:0xb1f85fc035f60d5e,
若葉聖書 バプテスト教会,,https://www.google.com/maps/place/%E8%8B%A5%E8%91%89%E8%81%96%E6%9B%B8+%E3%83%90%E3%83%97%E3%83%86%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018d6e3753d385f:0x7326985335b65283,
JMEAD FUJIEDA,,https://www.google.com/maps/place/JMEAD+FUJIEDA/data=!4m2!3m1!1s0x601a4f38af3fcc21:0xbe2c1d24409dece3,
JMEAD HIROSHIMA,,https://www.google.com/maps/place/JMEAD+HIROSHIMA/data=!4m2!3m1!1s0x355009d9afa9f035:0x37eccf54288698e5,
Igreja Ágape - Osaka/Japão,,https://www.google.com/maps/place/Igreja+%C3%81gape+-+Osaka%2FJap%C3%A3o/data=!4m2!3m1!1s0x6000dfcab5848b1d:0x2fcc366e8ef3375d,
Igreja Universal do Reino de Deus,,https://www.google.com/maps/place/Igreja+Universal+do+Reino+de+Deus/data=!4m2!3m1!1s0x601a4603824d83eb:0xcfc392beed2c090e,
INSEJEC Yaizu,,https://www.google.com/maps/place/INSEJEC+Yaizu/data=!4m2!3m1!1s0x601a469afb8e4b57:0xd40bc22950a16bb8,
主の羊クリスチャン教会,,https://www.google.com/maps/place/%E4%B8%BB%E3%81%AE%E7%BE%8A%E3%82%AF%E3%83%AA%E3%82%B9%E3%83%81%E3%83%A3%E3%83%B3%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60184554f742ae27:0xde5ee3e9b94fafdd,
동경성령초대교회 東京聖霊初代教会,,https://www.google.com/maps/place/%EB%8F%99%EA%B2%BD%EC%84%B1%EB%A0%B9%EC%B4%88%EB%8C%80%EA%B5%90%ED%9A%8C+%E6%9D%B1%E4%BA%AC%E8%81%96%E9%9C%8A%E5%88%9D%E4%BB%A3%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018895c87f42249:0x358fd78bf0731d1a,
東京イエスキリスト教会,,https://www.google.com/maps/place/%E6%9D%B1%E4%BA%AC%E3%82%A4%E3%82%A8%E3%82%B9%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6018929bad6d3a47:0x74b1d8908bd26fe8,
동경한인교회,,https://www.google.com/maps/place/%EB%8F%99%EA%B2%BD%ED%95%9C%EC%9D%B8%EA%B5%90%ED%9A%8C/data=!4m2!3m1!1s0x60188c5e60940001:0x14fc7e914b940315,
동경중앙교회,,https://www.google.com/maps/place/%EB%8F%99%EA%B2%BD%EC%A4%91%EC%95%99%EA%B5%90%ED%9A%8C/data=!4m2!3m1!1s0x60188d3f84c12379:0xbc885bffa725714d,
Igreja Evangélica Assembléia de Deus - Kasugai,,https://www.google.com/maps/place/Igreja+Evang%C3%A9lica+Assembl%C3%A9ia+de+Deus+-+Kasugai/data=!4m2!3m1!1s0x60036d854702f145:0xad417017b970b3c2,
Assemblies of God Ōizumi Church,,https://www.google.com/maps/place/Assemblies+of+God+%C5%8Cizumi+Church/data=!4m2!3m1!1s0x601f2704c5ef38ad:0xd0f7549e7859e413,
カテドラル インターナショナル,,https://www.google.com/maps/place/%E3%82%AB%E3%83%86%E3%83%89%E3%83%A9%E3%83%AB+%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%8A%E3%82%B7%E3%83%A7%E3%83%8A%E3%83%AB/data=!4m2!3m1!1s0x602273db1844d4c5:0x245c195f57f5f493,
Avivamento da fé de Suwa - sede Japão,,https://www.google.com/maps/place/Avivamento+da+f%C3%A9+de+Suwa+-+sede+Jap%C3%A3o/data=!4m2!3m1!1s0x601c55cace7753d7:0x68e4d9a63e970f1a,
A.D.C.D. Assembléia de Deus Central do Dourado - Projeto Vinho Novo,,https://www.google.com/maps/place/A.D.C.D.+Assembl%C3%A9ia+de+Deus+Central+do+Dourado+-+Projeto+Vinho+Novo/data=!4m2!3m1!1s0x600317a9c079dae7:0xc926c578e8633aba,
Church Assembleia de Deus (COMADEMAT),,https://www.google.com/maps/place/Church+Assembleia+de+Deus+(COMADEMAT)/data=!4m2!3m1!1s0x6003b194d42d4b0b:0xc9e247ca33add138,
Assembleia de Deus Belém Japão Ogaki,,https://www.google.com/maps/place/Assembleia+de+Deus+Bel%C3%A9m+Jap%C3%A3o+Ogaki/data=!4m2!3m1!1s0x6003b10fda56a26d:0xc2c6c025c60cfc08,
Avivamento Japão Yokkaichi,,https://www.google.com/maps/place/Avivamento+Jap%C3%A3o+Yokkaichi/data=!4m2!3m1!1s0x60038e77a6769e8b:0x8f373a2281103355,
J.MEAD IGREJA ASSEMBLEIA DE DEUS KONAN-Shi,,https://www.google.com/maps/place/J.MEAD+IGREJA+ASSEMBLEIA+DE+DEUS+KONAN-Shi/data=!4m2!3m1!1s0x600165f6b5fef9b7:0x8c42c02c152ec118,
Igreja FAMÍLIA 61 SHIGA,,https://www.google.com/maps/place/Igreja+FAM%C3%8DLIA+61+SHIGA/data=!4m2!3m1!1s0x600165528f005c41:0xaeb56e20fdc066b6,
ADCAV Church-Assembleia De Deus Crista Agua Viva,,https://www.google.com/maps/place/ADCAV+Church-Assembleia+De+Deus+Crista+Agua+Viva/data=!4m2!3m1!1s0x60038bd19d7e973d:0xdaac66885276f737,
ASSEMBLEIA DE DEUS BELÉM ANJO-SHI,,https://www.google.com/maps/place/ASSEMBLEIA+DE+DEUS+BEL%C3%89M+ANJO-SHI/data=!4m2!3m1!1s0x60049792f5d9ea4f:0x60bf78a2171aee83,
Igreja Evangélica Assembleia de Deus,,https://www.google.com/maps/place/Igreja+Evang%C3%A9lica+Assembleia+de+Deus/data=!4m2!3m1!1s0x6004d31bc5e534fb:0xeefe7882bc75b032,
Assembleia de Deus,,https://www.google.com/maps/place/Assembleia+de+Deus/data=!4m2!3m1!1s0x601afb077baa005d:0x28b899b600b97c70,
Assembleia de Deus ADOMJ Makinohara,,https://www.google.com/maps/place/Assembleia+de+Deus+ADOMJ+Makinohara/data=!4m2!3m1!1s0x601a5d3b15de8b3d:0x60540eb5bc9ec353,
Assembleia De Deus,,https://www.google.com/maps/place/Assembleia+De+Deus/data=!4m2!3m1!1s0x601bfa78ad50c12d:0x2e8c44957808feaa,
ASSEMBLEIA DE DEUS,,https://www.google.com/maps/place/ASSEMBLEIA+DE+DEUS/data=!4m2!3m1!1s0x601c99b93446b255:0x5bca8f2b474efef7,
ASSEMBLEIA DE DEUS,,https://www.google.com/maps/place/ASSEMBLEIA+DE+DEUS/data=!4m2!3m1!1s0x601902348b06a0f7:0x3b4c8b55c6b5be8f,
Assembleia de Deus Ministerio Bereanos - Grupo de Jesus,,https://www.google.com/maps/place/Assembleia+de+Deus+Ministerio+Bereanos+-+Grupo+de+Jesus/data=!4m2!3m1!1s0x60022921e9e6621b:0xf3e80eb4caea95fe,
名古屋 新生キリスト教会,,https://www.google.com/maps/place/%E5%90%8D%E5%8F%A4%E5%B1%8B+%E6%96%B0%E7%94%9F%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6003759aaf215bbd:0xc5eb521bd5ef7235,
