ID,People,Country,Language,Religion,Indigenous,10/40 Window,PeopleID3,Rog3,Frontier,PopulationRange,% Adherents Source,% Christian Adherents ,Population,Workers Needed
13423ID,"Makian, East",Indonesia,"Makian, East",Islam,Yes,Yes,13423,ID,Y,1,0.00%,0.00%,35000,1
13431AF,"Nuristani, Malakhel",Afghanistan,Dari,Islam,Yes,Yes,13431,AF,Y,1,0.00%,0.00%,3300,1
13432KE,Ilwana,Kenya,Kiwilwana,Islam,Yes,No,13432,KE,Y,1,2.00%,0.02%,23000,1
13437BM,Malay,Myanmar (Burma),Malay,Islam,No,Yes,13437,BM,Y,1,2.90%,0.03%,27000,1
13437CB,Malay,Cambodia,Malay,Islam,No,Yes,13437,CB,Y,1,0.00%,0.00%,18000,1
13437CE,"Malay, Javar",Sri Lanka,Sri Lankan Malay Creole,Islam,No,Yes,13437,CE,Y,1,0.00%,0.00%,43000,1
13437ID,Malay,Indonesia,Malay,Islam,Yes,Yes,13437,ID,Y,4,1.00%,0.01%,3284000,66
13437MY,Malay,Malaysia,Malay,Islam,Yes,Yes,13437,MY,Y,5,10.00%,0.10%,13192000,264
13439ID,Berau,Indonesia,"Malay, Berau",Islam,Yes,Yes,13439,ID,Y,1,8.10%,0.08%,23000,1
13445ID,Kutai,Indonesia,"Malay, Tenggarong Kutai",Islam,Yes,Yes,13445,ID,Y,2,10.00%,0.10%,239000,5
13476IN,Mana,India,Marathi,Hinduism,Yes,Yes,13476,IN,Y,2,0.00%,0.00%,246000,5
13450MV,"Maldivian, Malki",Maldives,Maldivian,Islam,Yes,Yes,13450,MV,Y,3,0.30%,0.00%,502000,10
13456ID,Malimpung,Indonesia,Malimpung,Islam,Yes,Yes,13456,ID,Y,1,0.00%,0.00%,7200,1
13474CH,Cao Lan,China,Cao Lan,Ethnic Religions,No,Yes,13474,CH,Y,1,0.00%,0.00%,51000,1
13483AS,Mandaean,Australia,Mandaic,Other / Small,No,No,13483,AS,Y,1,0.00%,0.00%,4200,1
13483IZ,"Mandaean, Sabean",Iraq,Mandaic,Other / Small,Yes,Yes,13483,IZ,Y,1,0.00%,0.00%,32000,1
13483UK,Mandaean,United Kingdom,Mandaic,Other / Small,No,No,13483,UK,Y,1,0.00%,0.00%,1100,1
13487CM,"Mandara, Wandala",Cameroon,Wandala,Islam,Yes,No,13487,CM,Y,1,0.00%,0.00%,71000,1
13487NI,"Mandara, Wandala",Nigeria,Wandala,Islam,Yes,Yes,13487,NI,Y,1,0.00%,0.00%,21000,1
13488ID,Mandar,Indonesia,Mandar,Islam,Yes,Yes,13488,ID,Y,3,7.00%,0.07%,546000,11
13495CH,Mang,China,Mang,Ethnic Religions,Yes,Yes,13495,CH,Y,1,0.00%,0.00%,600,1
13496NG,"Kanuri, Manga",Niger,"Kanuri, Manga",Islam,Yes,Yes,13496,NG,Y,3,0.00%,0.00%,694000,14
13496NI,"Kanuri, Manga",Nigeria,"Kanuri, Manga",Islam,Yes,Yes,13496,NI,Y,2,0.00%,0.00%,398000,8
13510GA,"Maninka, Western",Gambia,"Maninkakan, Western",Islam,Yes,Yes,13510,GA,Y,1,0.00%,0.00%,4900,1
13511CA,"Maninka, Eastern",Canada,"Maninkakan, Eastern",Islam,No,No,13511,CA,Y,1,10.00%,0.10%,3500,1
13511GV,"Maninka, Eastern",Guinea,"Maninkakan, Eastern",Islam,Yes,Yes,13511,GV,Y,4,2.00%,0.02%,3270000,65
13511ML,"Maninka, Eastern",Mali,"Maninkakan, Eastern",Islam,No,Yes,13511,ML,Y,2,2.00%,0.02%,484000,10
13532CD,Mararit,Chad,Mararit,Islam,Yes,Yes,13532,CD,Y,1,3.00%,0.03%,49000,1
13532SU,"Mararit, Abiyi",Sudan,Mararit,Islam,No,Yes,13532,SU,Y,1,0.00%,0.00%,38000,1
13533IS,"Jew, Marathi",Israel,Marathi,Ethnic Religions,No,Yes,13533,IS,Y,1,10.00%,0.10%,11000,1
13719GV,Mogofin,Guinea,Mogofin,Islam,Yes,Yes,13719,GV,Y,1,2.90%,0.03%,26000,1
13575CD,"Kotoko, Maslam",Chad,Maslam,Islam,Yes,Yes,13575,CD,Y,1,0.00%,0.00%,800,1
13577CD,Massalat,Chad,"Arabic, Chadian Spoken",Islam,Yes,Yes,13577,CD,Y,1,0.90%,0.01%,36000,1
13578CD,Masalit,Chad,Masalit,Islam,Yes,Yes,13578,CD,Y,2,1.00%,0.01%,118000,2
13578SU,Masalit,Sudan,Masalit,Islam,Yes,Yes,13578,SU,Y,2,0.00%,0.00%,468000,9
13587TS,"Amazigh, Matmata",Tunisia,Taznatit,Islam,Yes,Yes,13587,TS,Y,1,0.00%,0.00%,5700,1
13592BE,Moor,Belgium,Hassaniyya,Islam,No,No,13592,BE,Y,1,0.00%,0.00%,1500,1
13592FR,Moor,France,Hassaniyya,Islam,No,No,13592,FR,Y,1,0.00%,0.00%,20000,1
13592GA,Moor,Gambia,Hassaniyya,Islam,No,Yes,13592,GA,Y,1,0.00%,0.00%,35000,1
13592ML,Moor,Mali,Hassaniyya,Islam,Yes,Yes,13592,ML,Y,1,0.00%,0.00%,51000,1
13592MO,Moor,Morocco,Hassaniyya,Islam,Yes,Yes,13592,MO,Y,2,0.00%,0.00%,304000,6
13592MR,Moor,Mauritania,Hassaniyya,Islam,Yes,Yes,13592,MR,Y,4,10.00%,0.10%,3883000,78
13592NG,Moor,Niger,Hassaniyya,Islam,No,Yes,13592,NG,Y,1,0.00%,0.00%,26000,1
13592SG,Moor,Senegal,Hassaniyya,Islam,No,Yes,13592,SG,Y,2,0.00%,0.00%,172000,3
13592SP,Moor,Spain,Hassaniyya,Islam,No,No,13592,SP,Y,1,0.00%,0.00%,11000,1
13592WI,Moor,Western Sahara,Hassaniyya,Islam,Yes,Yes,13592,WI,Y,1,0.00%,0.00%,54000,1
13601VM,Chut,Vietnam,Chut,Ethnic Religions,Yes,Yes,13601,VM,Y,1,5.20%,0.05%,7600,1
13653CD,Medogo,Chad,Naba,Islam,Yes,Yes,13653,CD,Y,1,1.00%,0.01%,35000,1
13669AG,"Berber, Menasser",Algeria,"Tamazight, Central Atlas",Islam,Yes,Yes,13669,AG,Y,1,0.00%,0.00%,84000,2
13691CD,Mesmedje,Chad,Masmaje,Islam,Yes,Yes,13691,CD,Y,1,1.00%,0.01%,81000,2
13693SU,"Baggara, Messiria",Sudan,"Arabic, Sudanese Spoken",Islam,Yes,Yes,13693,SU,Y,3,0.00%,0.00%,642000,13
13703CH,"Miao, Guiyang Northwestern",China,"Miao, Northern Guiyang",Ethnic Religions,Yes,Yes,13703,CH,Y,1,0.00%,0.00%,10000,1
13705CH,"Miao, Luobohe",China,"Miao, Luopohe",Ethnic Religions,Yes,Yes,13705,CH,Y,2,0.00%,0.00%,104000,2
13711SU,"Midobi, Tid-n-Aal",Sudan,Midob,Islam,Yes,Yes,13711,SU,Y,1,8.00%,0.08%,92000,2
13731MY,Mintil,Malaysia,Mintil,Ethnic Religions,Yes,Yes,13731,MY,Y,1,0.00%,0.00%,200,1
13735SO,Dabarre,Somalia,Dabarre,Islam,Yes,Yes,13735,SO,Y,1,0.00%,0.00%,34000,1
13780ID,Momina,Indonesia,Momina,Ethnic Religions,Yes,Yes,13780,ID,Y,1,0.00%,0.00%,300,1
13783PK,Mon,Pakistan,Balti,Buddhism,Yes,Yes,13783,PK,Y,1,0.00%,0.00%,1100,1
13749LA,Mlabri,Laos,Mlabri,Ethnic Religions,Yes,Yes,13749,LA,Y,1,0.00%,0.00%,90,1
13761AF,Moghal,Afghanistan,Dari,Islam,Yes,Yes,13761,AF,Y,1,0.00%,0.00%,2300,1
13761BG,Moghal,Bangladesh,Bengali,Islam,Yes,Yes,13761,BG,Y,1,0.00%,0.00%,43000,1
13761CE,Moghal,Sri Lanka,Urdu,Islam,Yes,Yes,13761,CE,Y,1,0.00%,0.00%,1100,1
13761IN,Moghal,India,Urdu,Islam,Yes,Yes,13761,IN,Y,4,0.00%,0.00%,1753000,35
13761NP,Moghal,Nepal,Urdu,Islam,Yes,Yes,13761,NP,Y,1,0.00%,0.00%,2000,1
13761PK,Moghal,Pakistan,Urdu,Islam,Yes,Yes,13761,PK,Y,4,0.00%,0.00%,1099000,22
13769BM,"Moken, Salon",Myanmar (Burma),Moken,Ethnic Religions,Yes,Yes,13769,BM,Y,1,5.00%,0.05%,4700,1
13774MY,Molbog,Malaysia,Molbog,Islam,No,Yes,13774,MY,Y,1,0.00%,0.00%,2600,1
13774RP,Molbog,Philippines,Molbog,Islam,Yes,No,13774,RP,Y,1,0.00%,0.00%,24000,1
13819EG,"Moroccan, Arabic-speaking",Egypt,"Arabic, Moroccan Spoken",Islam,No,Yes,13819,EG,Y,4,4.00%,0.04%,1833000,37
13819LY,"Moroccan, Arabic-speaking",Libya,"Arabic, Moroccan Spoken",Islam,No,Yes,13819,LY,Y,2,9.00%,0.09%,302000,6
13819MO,"Moroccan, Arabic-speaking",Morocco,"Arabic, Moroccan Spoken",Islam,Yes,Yes,13819,MO,Y,5,9.00%,0.09%,24221000,484
13819SP,"Moroccan, Arabic-speaking",Spain,"Arabic, Moroccan Spoken",Islam,No,No,13819,SP,Y,3,10.00%,0.10%,780000,16
13819SU,"Moroccan, Arabic-speaking",Sudan,"Arabic, Moroccan Spoken",Islam,No,Yes,13819,SU,Y,2,0.00%,0.00%,273000,5
13819SW,"Moroccan, Arabic-speaking",Sweden,"Arabic, Moroccan Spoken",Islam,No,No,13819,SW,Y,1,9.00%,0.09%,5700,1
13819UK,"Moroccan, Arabic-speaking",United Kingdom,"Arabic, Moroccan Spoken",Islam,No,No,13819,UK,Y,1,10.00%,0.10%,34000,1
13811BR,Morerebi,Brazil,Morerebi,Ethnic Religions,Yes,No,13811,BR,Y,1,0.00%,0.00%,100,1
13842AG,"Berber, Mozabite",Algeria,Tumzabt,Islam,Yes,Yes,13842,AG,Y,2,0.00%,0.00%,191000,4
13842FR,"Berber, Mozabite",France,Tumzabt,Islam,No,No,13842,FR,Y,1,0.00%,0.00%,5100,1
13845TH,Mpi,Thailand,Mpi,Buddhism,Yes,Yes,13845,TH,Y,1,0.00%,0.00%,1600,1
13852CD,Mubi,Chad,Mubi,Islam,Yes,Yes,13852,CD,Y,2,0.00%,0.00%,112000,2
13854NP,Mugal,Nepal,Nepali,Buddhism,Yes,Yes,13854,NP,Y,1,0.00%,0.00%,300,1
13859ID,Muko Muko,Indonesia,Minangkabau,Islam,Yes,Yes,13859,ID,Y,1,1.60%,0.02%,58000,1
13878AF,Munji,Afghanistan,Munji,Islam,Yes,Yes,13878,AF,Y,1,0.00%,0.00%,7100,1
13896IR,Mussulman Tat,Iran,"Tat, Muslim",Islam,No,Yes,13896,IR,Y,1,0.00%,0.00%,9600,1
13896RS,Mussulman Tat,Russia,"Tat, Muslim",Islam,Yes,No,13896,RS,Y,1,0.00%,0.00%,2100,1
13962RO,Nogai,Romania,Nogai,Islam,No,No,13962,RO,Y,1,0.00%,0.00%,2000,1
13962RS,Nogai,Russia,Nogai,Islam,Yes,No,13962,RS,Y,1,2.10%,0.02%,95000,2
13915IR,"Nafar, Nafar Turk",Iran,"Azerbaijani, South",Islam,Yes,Yes,13915,IR,Y,1,0.00%,0.00%,4600,1
13922AG,"Bedouin, Nail",Algeria,"Tamazight, Central Atlas",Islam,Yes,Yes,13922,AG,Y,1,0.00%,0.00%,39000,1
14031MY,"Sama Bangingi, Northern Sama",Malaysia,"Sama, Balangingih",Islam,No,Yes,14031,MY,Y,1,0.00%,0.00%,5400,1
14031RP,"Sama Bangingi, Northern Sama",Philippines,"Sama, Balangingih",Islam,Yes,No,14031,RP,Y,2,0.00%,0.00%,100000,2
13984ET,Gwama,Ethiopia,Gwama,Islam,Yes,Yes,13984,ET,Y,1,0.00%,0.00%,11000,1
13996AF,"Pashayi, Northeast",Afghanistan,"Pashai, Northeast",Islam,Yes,Yes,13996,AF,Y,1,0.00%,0.00%,94000,2
14039BE,"Uzbek, Northern",Belgium,"Uzbek, Northern",Islam,No,No,14039,BE,Y,1,0.00%,0.00%,1700,1
14039CA,"Uzbek, Northern",Canada,"Uzbek, Northern",Islam,No,No,14039,CA,Y,1,5.00%,0.05%,4000,1
14039GG,"Uzbek, Northern",Georgia,"Uzbek, Northern",Islam,No,No,14039,GG,Y,1,0.00%,0.00%,900,1
14039IT,"Uzbek, Northern",Italy,"Uzbek, Northern",Islam,No,No,14039,IT,Y,1,0.00%,0.00%,1200,1
14039KZ,"Uzbek, Northern",Kazakhstan,"Uzbek, Northern",Islam,Yes,Yes,14039,KZ,Y,3,0.00%,0.00%,534000,11
14039LH,"Uzbek, Northern",Lithuania,"Uzbek, Northern",Islam,No,No,14039,LH,Y,1,0.00%,0.00%,1100,1
14039PK,Uzbek,Pakistan,"Uzbek, Northern",Islam,No,Yes,14039,PK,Y,2,0.00%,0.00%,230000,5
14039SW,"Uzbek, Northern",Sweden,"Uzbek, Northern",Islam,No,No,14039,SW,Y,1,0.00%,0.00%,3000,1
14039UP,"Uzbek, Northern",Ukraine,"Uzbek, Northern",Islam,No,No,14039,UP,Y,1,0.00%,0.00%,11000,1
14039UZ,"Uzbek, Northern",Uzbekistan,"Uzbek, Northern",Islam,Yes,Yes,14039,UZ,Y,5,2.00%,0.02%,27521000,550
14042AF,"Pashayi, Northwest",Afghanistan,"Pashai, Northwest",Islam,Yes,Yes,14042,AF,Y,1,0.00%,0.00%,98000,2
14054EG,"Nubian, Arabized",Egypt,"Arabic, Egyptian Spoken",Islam,Yes,Yes,14054,EG,Y,3,0.00%,0.00%,553000,11
14061CH,Numao,China,"Bunu, Bu-Nao",Ethnic Religions,Yes,Yes,14061,CH,Y,1,0.00%,0.00%,2400,1
14068CH,Nunu,China,"Bunu, Bu-Nao",Ethnic Religions,Yes,Yes,14068,CH,Y,1,0.00%,0.00%,64000,1
14077TH,Nyahkur,Thailand,Nyahkur,Buddhism,Yes,Yes,14077,TH,Y,1,0.00%,0.00%,1600,1
14118LA,O-Du,Laos,O'du,Ethnic Religions,Yes,Yes,14118,LA,Y,1,0.00%,0.00%,600,1
14129CH,"Kalmyk, Torgut",China,Kalmyk-Oirat,Buddhism,Yes,Yes,14129,CH,Y,2,0.00%,0.00%,195000,4
14129KG,Kalmyk-Oirat,Kyrgyzstan,Kalmyk-Oirat,Buddhism,No,Yes,14129,KG,Y,1,0.00%,0.00%,3800,1
14129KZ,Kalmyk-Oirat,Kazakhstan,Kalmyk-Oirat,Buddhism,No,Yes,14129,KZ,Y,1,0.00%,0.00%,500,1
14171ID,Sikule,Indonesia,Sikule,Islam,Yes,Yes,14171,ID,Y,1,0.00%,0.00%,29000,1
14178BM,"Palaung, Pale",Myanmar (Burma),"Palaung, Ruching",Buddhism,Yes,Yes,14178,BM,Y,2,10.00%,0.10%,295000,6
14184ID,Simeulue,Indonesia,Simeulue,Islam,Yes,Yes,14184,ID,Y,1,0.90%,0.01%,46000,1
14191ID,Sindang Kelingi,Indonesia,Col,Islam,Yes,Yes,14191,ID,Y,1,0.00%,0.00%,70000,1
14192AF,Sindhi,Afghanistan,Sindhi,Islam,No,Yes,14192,AF,Y,1,7.90%,0.08%,25000,1
14192BH,Sindhi,Belize,Sindhi,Islam,No,No,14192,BH,Y,1,0.00%,0.00%,1200,1
14192KE,Sindhi,Kenya,Sindhi,Hinduism,No,No,14192,KE,Y,1,0.00%,0.00%,3400,1
14192MU,Sindhi,Oman,Sindhi,Islam,No,Yes,14192,MU,Y,1,0.00%,0.00%,28000,1
14192SN,Sindhi,Singapore,Sindhi,Hinduism,No,No,14192,SN,Y,1,0.00%,0.00%,4300,1
14196AS,Sinhalese,Australia,Sinhala,Buddhism,No,No,14196,AS,Y,2,0.00%,0.00%,147000,3
14196DA,Sinhalese,Denmark,Sinhala,Buddhism,No,No,14196,DA,Y,1,0.00%,0.00%,7900,1
14196IN,Sinhalese,India,Sinhala,Buddhism,No,Yes,14196,IN,Y,1,0.00%,0.00%,4500,1
14208MY,"Minangkabau, Orang Negeri",Malaysia,Malay,Islam,Yes,Yes,14208,MY,Y,3,0.00%,0.00%,955000,19
14214KE,Orma,Kenya,Orma,Islam,Yes,No,14214,KE,Y,1,4.00%,0.04%,94000,2
14256KG,"Pashtun, Northern",Kyrgyzstan,"Pashto, Northern",Islam,No,Yes,14256,KG,Y,1,0.00%,0.00%,600,1
14256MY,"Pashtun, Northern",Malaysia,"Pashto, Northern",Islam,No,Yes,14256,MY,Y,1,0.00%,0.00%,6100,1
14217UP,Orochi,Ukraine,Oroch,Ethnic Religions,No,No,14217,UP,Y,1,0.00%,0.00%,900,1
14249LA,Pacoh,Laos,Pacoh,Ethnic Religions,Yes,Yes,14249,LA,Y,1,0.00%,0.00%,23000,1
14255AF,Pahlavani,Afghanistan,Dari,Islam,Yes,Yes,14255,AF,Y,1,0.00%,0.00%,3800,1
14256AE,"Pashtun, Northern",United Arab Emirates,"Pashto, Northern",Islam,No,Yes,14256,AE,Y,2,0.00%,0.00%,399000,8
14256AF,"Pashtun, Northern",Afghanistan,"Pashto, Northern",Islam,Yes,Yes,14256,AF,Y,4,1.00%,0.01%,2813000,56
14256AS,"Pashtun, Northern",Australia,"Pashto, Northern",Islam,No,No,14256,AS,Y,1,0.00%,0.00%,9100,1
14256CA,"Pashtun, Northern",Canada,"Pashto, Northern",Islam,No,No,14256,CA,Y,1,0.00%,0.00%,47000,1
14256CI,"Pashtun, Northern",Chile,"Pashto, Northern",Islam,No,No,14256,CI,Y,1,0.00%,0.00%,4800,1
14256DA,"Pashtun, Northern",Denmark,"Pashto, Northern",Islam,No,No,14256,DA,Y,1,0.00%,0.00%,12000,1
14256FR,"Pashtun, Northern",France,"Pashto, Northern",Islam,No,No,14256,FR,Y,1,0.00%,0.00%,39000,1
14256GM,"Pashtun, Northern",Germany,"Pashto, Northern",Islam,No,No,14256,GM,Y,1,0.00%,0.00%,39000,1
14256NZ,"Pashtun, Northern",New Zealand,"Pashto, Northern",Islam,No,No,14256,NZ,Y,1,0.00%,0.00%,1800,1
14256PK,Pashtun,Pakistan,"Pashto, Northern",Islam,Yes,Yes,14256,PK,Y,5,0.00%,0.00%,26061000,521
14256RS,"Pashtun, Northern",Russia,"Pashto, Northern",Islam,No,No,14256,RS,Y,1,0.00%,0.00%,5500,1
14256TI,Pashtun,Tajikistan,"Pashto, Northern",Islam,No,Yes,14256,TI,Y,1,0.00%,0.00%,4900,1
14256TX,"Pashtun, Northern",Turkmenistan,"Pashto, Northern",Islam,No,Yes,14256,TX,Y,1,0.00%,0.00%,10000,1
14256UK,"Pashtun, Northern",United Kingdom,"Pashto, Northern",Islam,No,No,14256,UK,Y,1,0.00%,0.00%,54000,1
14256US,"Pashtun, Northern",United States,"Pashto, Northern",Islam,No,No,14256,US,Y,2,0.00%,0.00%,151000,3
14256UZ,"Pashtun, Northern",Uzbekistan,"Pashto, Northern",Islam,No,Yes,14256,UZ,Y,1,0.00%,0.00%,2800,1
14262CH,Paiwan,China,Paiwan,Ethnic Religions,Yes,Yes,14262,CH,Y,1,0.00%,0.00%,700,1
14274ID,Palembang,Indonesia,Musi,Islam,Yes,Yes,14274,ID,Y,4,3.00%,0.03%,3463000,69
14274SN,Palembang,Singapore,Musi,Islam,No,No,14274,SN,Y,1,5.00%,0.05%,11000,1
14311AF,Parachi,Afghanistan,Parachi,Islam,Yes,Yes,14311,AF,Y,1,0.00%,0.00%,8200,1
14322AF,Parsee,Afghanistan,Dari,Other / Small,Yes,Yes,14322,AF,Y,1,0.00%,0.00%,2400,1
14322BG,Parsee,Bangladesh,Parsi,Other / Small,No,Yes,14322,BG,Y,1,0.00%,0.00%,700,1
14322CE,Parsee,Sri Lanka,Gujarati,Other / Small,No,Yes,14322,CE,Y,1,0.00%,0.00%,700,1
14322IN,Parsee,India,Gujarati,Other / Small,Yes,Yes,14322,IN,Y,1,0.00%,0.00%,79000,2
14322IR,Parsee,Iran,Parsi-Dari,Other / Small,Yes,Yes,14322,IR,Y,1,0.00%,0.00%,28000,1
14322PK,Parsee,Pakistan,Sindhi,Other / Small,Yes,Yes,14322,PK,Y,1,0.00%,0.00%,6400,1
14322TI,Parsee,Tajikistan,"Persian, Iranian",Other / Small,No,Yes,14322,TI,Y,1,0.00%,0.00%,2700,1
14322UK,Parsee,United Kingdom,Parsi,Other / Small,No,No,14322,UK,Y,1,0.00%,0.00%,4400,1
14322US,Parsee,United States,Parsi,Other / Small,No,No,14322,US,Y,1,0.00%,0.00%,19000,1
14322UZ,Parsee,Uzbekistan,Parsi,Other / Small,No,Yes,14322,UZ,Y,1,0.00%,0.00%,2400,1
14324AF,"Parya, Laghmani",Afghanistan,Parya,Islam,Yes,Yes,14324,AF,Y,1,0.00%,0.00%,400,1
14324TI,Parya,Tajikistan,Parya,Islam,Yes,Yes,14324,TI,Y,1,0.00%,0.00%,4600,1
14324UZ,Parya,Uzbekistan,Parya,Islam,No,Yes,14324,UZ,Y,1,0.00%,0.00%,1200,1
14327AE,"Pashtun, Southern",United Arab Emirates,"Pashto, Southern",Islam,No,Yes,14327,AE,Y,2,0.00%,0.00%,147000,3
14327AF,"Pashtun, Southern",Afghanistan,"Pashto, Southern",Islam,Yes,Yes,14327,AF,Y,4,1.90%,0.02%,9881000,198
14357BX,Penan,Brunei,"Penan, Eastern",Ethnic Religions,Yes,Yes,14357,BX,Y,1,0.00%,0.00%,60,1
14327IR,"Pashtun, Southern",Iran,"Pashto, Southern",Islam,No,Yes,14327,IR,Y,2,2.00%,0.02%,162000,3
14327KZ,"Pashtun, Southern",Kazakhstan,"Pashto, Southern",Islam,No,Yes,14327,KZ,Y,1,0.00%,0.00%,600,1
14327NO,"Pashtun, Southern",Norway,"Pashto, Southern",Islam,No,No,14327,NO,Y,1,0.00%,0.00%,7500,1
14327TI,"Pashtun, Southern",Tajikistan,"Pashto, Southern",Islam,No,Yes,14327,TI,Y,1,0.00%,0.00%,34000,1
14327TX,"Pashtun, Southern",Turkmenistan,"Pashto, Southern",Islam,No,Yes,14327,TX,Y,1,0.00%,0.00%,1500,1
14327UK,"Pashtun, Southern",United Kingdom,"Pashto, Southern",Islam,No,No,14327,UK,Y,1,0.00%,0.00%,49000,1
14327UP,"Pashtun, Southern",Ukraine,"Pashto, Southern",Islam,No,No,14327,UP,Y,1,0.00%,0.00%,900,1
14343TH,"Malay, Pattani",Thailand,"Malay, Pattani",Islam,Yes,Yes,14343,TH,Y,4,0.50%,0.01%,1530000,31
14352ID,Pekal,Indonesia,Pekal,Islam,Yes,Yes,14352,ID,Y,1,1.00%,0.01%,41000,1
14362ID,Penghulu,Indonesia,Minangkabau,Islam,Yes,Yes,14362,ID,Y,1,5.10%,0.05%,28000,1
14374ID,Belitung,Indonesia,Malay,Islam,Yes,Yes,14374,ID,Y,2,5.00%,0.05%,115000,2
14382LA,Phunoi,Laos,Phunoi,Ethnic Religions,Yes,Yes,14382,LA,Y,1,0.00%,0.00%,41000,1
14371AJ,Persian,Azerbaijan,"Persian, Iranian",Islam,Yes,Yes,14371,AJ,Y,1,0.00%,0.00%,1500,1
14371BG,Persian,Bangladesh,"Persian, Iranian",Islam,No,Yes,14371,BG,Y,1,0.00%,0.00%,800,1
14371IN,Persian,India,"Persian, Iranian",Islam,Yes,Yes,14371,IN,Y,1,0.00%,0.00%,7600,1
14371PK,Persian,Pakistan,"Persian, Iranian",Islam,Yes,Yes,14371,PK,Y,1,0.00%,0.00%,11000,1
14371QA,Persian,Qatar,"Persian, Iranian",Islam,No,Yes,14371,QA,Y,2,0.00%,0.00%,284000,6
14371TI,Persian,Tajikistan,"Persian, Iranian",Islam,No,Yes,14371,TI,Y,1,0.00%,0.00%,600,1
14372AF,"Afghan, Tajik",Afghanistan,Dari,Islam,Yes,Yes,14372,AF,Y,5,1.00%,0.01%,10831000,217
14372IR,"Afghan, Tajik",Iran,Dari,Islam,No,Yes,14372,IR,Y,2,1.00%,0.01%,405000,8
14372KZ,"Afghan, Tajik",Kazakhstan,Dari,Islam,No,Yes,14372,KZ,Y,1,0.00%,0.00%,800,1
14408PE,Pisabo,Peru,Pisabo,Ethnic Religions,Yes,No,14408,PE,Y,1,0.00%,0.00%,700,1
14409IR,Pishagchi,Iran,"Azerbaijani, South",Islam,Yes,Yes,14409,IR,Y,1,0.00%,0.00%,1300,1
14421ID,Podena,Indonesia,Fedan,Ethnic Religions,Yes,Yes,14421,ID,Y,1,0.00%,0.00%,200,1
14436IT,Pomak,Italy,Bulgarian,Islam,No,No,14436,IT,Y,1,0.00%,0.00%,2400,1
14442LA,Pong,Laos,Phong-Kniang,Ethnic Religions,Yes,Yes,14442,LA,Y,1,1.50%,0.02%,32000,1
14451PO,"Jew, Portuguese",Portugal,Portuguese,Ethnic Religions,Yes,No,14451,PO,Y,1,0.00%,0.00%,600,1
14454BR,Zoe,Brazil,Zo'e,Ethnic Religions,Yes,No,14454,BR,Y,1,0.00%,0.00%,200,1
14455LA,Pouhoy,Laos,Oy,Ethnic Religions,Yes,Yes,14455,LA,Y,1,0.00%,0.00%,300,1
14456LA,Poumong,Laos,Phunoi,Ethnic Religions,Yes,Yes,14456,LA,Y,1,0.00%,0.00%,1500,1
14461AF,"Nuristani, Prasuni",Afghanistan,Prasuni,Islam,Yes,Yes,14461,AF,Y,1,0.00%,0.00%,9900,1
14465ID,Lampung Pubian,Indonesia,Lampung Api,Islam,Yes,Yes,14465,ID,Y,2,1.60%,0.02%,114000,2
14473CH,"Khmu, Puman",China,U,Buddhism,Yes,Yes,14473,CH,Y,1,4.90%,0.05%,22000,1
14474CH,Pumi,China,"Pumi, Southern",Ethnic Religions,Yes,Yes,14474,CH,Y,1,10.00%,0.10%,50000,1
14482MY,Penan-Nibong,Malaysia,"Penan, Western",Ethnic Religions,Yes,Yes,14482,MY,Y,1,0.00%,0.00%,4200,1
14483MY,Punjabi,Malaysia,"Punjabi, Eastern",Other / Small,No,Yes,14483,MY,Y,1,0.00%,0.00%,69000,1
14483SN,Punjabi,Singapore,"Punjabi, Eastern",Other / Small,No,No,14483,SN,Y,1,0.00%,0.00%,25000,1
14483TH,Punjabi,Thailand,"Punjabi, Eastern",Other / Small,No,Yes,14483,TH,Y,1,0.00%,0.00%,63000,1
14485LA,Puoc,Laos,Puoc,Ethnic Religions,No,Yes,14485,LA,Y,1,4.80%,0.05%,10000,1
14485VM,"Puoc, Xinh Mun",Vietnam,Puoc,Ethnic Religions,Yes,Yes,14485,VM,Y,1,0.00%,0.00%,30000,1
14495IR,Qajar,Iran,"Azerbaijani, South",Islam,Yes,Yes,14495,IR,Y,1,0.00%,0.00%,4000,1
14496IR,Qaragozlu,Iran,"Azerbaijani, South",Islam,Yes,Yes,14496,IR,Y,1,0.00%,0.00%,2600,1
14497IR,"Qashqai, Kashkai",Iran,Kashkay,Islam,Yes,Yes,14497,IR,Y,4,0.20%,0.00%,1002000,20
14498AF,Qizilbash,Afghanistan,Dari,Islam,Yes,Yes,14498,AF,Y,2,0.00%,0.00%,306000,6
14498PK,Qizilbash,Pakistan,Dari,Islam,No,Yes,14498,PK,Y,1,0.00%,0.00%,4300,1
14511ID,Rahambuu,Indonesia,Rahambuu,Islam,Yes,Yes,14511,ID,Y,1,0.00%,0.00%,7500,1
14517ID,Rambang,Indonesia,"Malay, Central",Islam,Yes,Yes,14517,ID,Y,2,0.00%,0.00%,162000,3
14518ID,Ranau,Indonesia,Lampung Api,Islam,Yes,Yes,14518,ID,Y,1,5.00%,0.05%,69000,1
14523ER,Rashaida,Eritrea,"Arabic, Hijazi Spoken",Islam,No,Yes,14523,ER,Y,1,1.00%,0.01%,51000,1
14523SU,Rashaida,Sudan,"Arabic, Sudanese Spoken",Islam,Yes,Yes,14523,SU,Y,2,0.00%,0.00%,126000,3
